id_municipio,municipio,sigla_uf,regiao,populacao,area_km2,pib_mil_reais,vab_agropecuaria,vab_industria,vab_servicos,vab_adm_publica
2700904,Belo Monte,AL,Nordeste,6717,334.136,151407,76750,16366,15593,39973
2701001,Boca da Mata,AL,Nordeste,27429,193.002,506081,217958,41940,94290,130748
2701100,Branquinha,AL,Nordeste,10426,168.048,775435,658731,10646,48282,55583
2701209,Cacimbinhas,AL,Nordeste,10920,281.692,140487,45894,4870,28589,57065
2701308,Cajueiro,AL,Nordeste,21397,94.357,207919,38159,5459,47597,110996
2701357,Campestre,AL,Nordeste,6972,65.91,87777,29740,1843,16167,38307
2701407,Campo Alegre,AL,Nordeste,57997,312.726,734766,150206,100781,149056,282074
2701506,Campo Grande,AL,Nordeste,9576,170.144,106142,21789,5158,20727,55226
2701605,Canapi,AL,Nordeste,17715,602.778,166521,21850,3588,39071,96165
2701704,Capela,AL,Nordeste,16907,263.735,248032,72304,6885,61276,100669
2701803,Carneiros,AL,Nordeste,9568,111.696,90803,10667,2511,19385,55952
2701902,Chã Preta,AL,Nordeste,7311,157.831,175489,112886,2946,18270,39263
2702009,Coité do Nóia,AL,Nordeste,10594,88.759,211514,110949,4126,32971,59690
2702108,Colônia Leopoldina,AL,Nordeste,21935,207.935,397415,201316,18521,58212,108437
2702207,Coqueiro Seco,AL,Nordeste,5882,39.608,96056,40852,2057,14383,37473
2702306,Coruripe,AL,Nordeste,57647,897.8,1782568,618477,362661,344032,289728
2702355,Craíbas,AL,Nordeste,24396,278.879,480753,82714,150271,105554,120649
2702405,Delmiro Gouveia,AL,Nordeste,52501,628.545,673915,42173,42219,281391,264706
2702504,Dois Riachos,AL,Nordeste,11059,141.621,105272,24288,2435,20124,55364
2702553,Estrela de Alagoas,AL,Nordeste,18304,260.772,154359,34144,4049,30548,81808
2702603,Feira Grande,AL,Nordeste,22192,175.906,427598,240016,12883,52684,116002
2702702,Feliz Deserto,AL,Nordeste,4803,110.062,164034,87470,25766,22117,24144
2702801,Flexeiras,AL,Nordeste,12823,333.756,297791,189383,6969,35308,62121
2702900,Girau do Ponciano,AL,Nordeste,41549,513.454,549600,220126,13472,105250,193614
2703007,Ibateguara,AL,Nordeste,15637,265.312,196489,84563,4256,33910,69966
2703106,Igaci,AL,Nordeste,25596,334.346,311967,115103,7112,57720,126236
2703205,Igreja Nova,AL,Nordeste,24670,426.538,571877,246715,83432,74761,129867
2703304,Inhapi,AL,Nordeste,18398,372.019,174776,37133,4020,39752,87895
2703403,Jacaré dos Homens,AL,Nordeste,5185,148.992,74960,23138,2004,12778,35645
2703502,Jacuípe,AL,Nordeste,6992,208.738,194531,135931,3282,17605,36210
2703601,Japaratinga,AL,Nordeste,8444,85.356,252002,102272,6501,86640,45582
2703700,Jaramataia,AL,Nordeste,5751,105.416,77897,31108,1986,11593,31971
2703759,Jequiá da Praia,AL,Nordeste,11495,334.265,382025,246720,19768,36500,70295
2703809,Joaquim Gomes,AL,Nordeste,24167,298.17,520994,343584,12523,52744,107260
2703908,Jundiá,AL,Nordeste,4119,88.793,54801,16922,1857,9539,25514
2704005,Junqueiro,AL,Nordeste,24716,247.724,550087,288219,17666,96499,133828
2704104,Lagoa da Canoa,AL,Nordeste,17692,83.621,273062,112651,11102,46120,96993
2704203,Limoeiro de Anadia,AL,Nordeste,28904,309.205,685194,395914,27994,87311,149500
2704302,Maceió,AL,Nordeste,1031597,509.32,27485311,315687,4406294,14292783,4165522
2704401,Major Isidoro,AL,Nordeste,19923,442.744,283475,89985,7549,69129,107301
2704500,Maragogi,AL,Nordeste,33351,334.165,1118908,473860,32768,390622,171951
2704609,Maravilha,AL,Nordeste,8850,332.37,90758,21331,2145,21246,42793
2704708,Marechal Deodoro,AL,Nordeste,52848,340.98,3409648,175567,1291990,748255,319321
2704807,Maribondo,AL,Nordeste,13123,180.107,188010,41596,5813,66028,65399
2704906,Mar Vermelho,AL,Nordeste,3474,91.741,50951,19002,1883,8487,20646
2705002,Mata Grande,AL,Nordeste,25200,914.722,354641,168503,6866,55165,118004
2705101,Matriz de Camaragibe,AL,Nordeste,24627,238.113,385920,96664,50270,87690,123735
2705200,Messias,AL,Nordeste,18201,114.156,221131,33324,31434,49956,93128
2705309,Minador do Negrão,AL,Nordeste,5315,167.462,74515,27574,1470,13085,30948
2705408,Monteirópolis,AL,Nordeste,7171,86.604,78347,9290,6994,16873,41531
2705507,Murici,AL,Nordeste,28428,418.028,588158,322183,24881,93204,130873
2705606,Novo Lino,AL,Nordeste,12837,215.547,187256,86524,4026,26978,66923
2705705,Olho d'Água das Flores,AL,Nordeste,21690,188.221,271809,31083,13745,108826,95122
2705804,Olho d'Água do Casado,AL,Nordeste,9507,327.678,92959,13990,2226,20624,52964
2705903,Olho d'Água Grande,AL,Nordeste,5133,117.006,70179,23158,1423,10746,33998
2706000,Olivença,AL,Nordeste,11681,175.288,108872,14786,2984,24151,62984
2706109,Ouro Branco,AL,Nordeste,11573,196.56,110475,16634,2976,28361,58726
2706208,Palestina,AL,Nordeste,5061,38.189,45927,3894,1303,8820,31098
2706307,Palmeira dos Índios,AL,Nordeste,73452,450.99,1181612,175561,92903,486060,341857
2706406,Pão de Açúcar,AL,Nordeste,24307,688.87,266647,62425,14070,59233,120029
2706422,Pariconha,AL,Nordeste,10546,254.719,145004,64248,4383,21167,51926
2706448,Paripueira,AL,Nordeste,13484,92.788,236831,38763,52915,70530,65464
2706505,Passo de Camaragibe,AL,Nordeste,15270,251.29,337360,191019,7243,46532,85460
2706604,Paulo Jacinto,AL,Nordeste,7556,118.457,105576,42865,2988,17847,39536
2706703,Penedo,AL,Nordeste,64005,688.452,983959,250959,46162,351115,288150
2706802,Piaçabuçu,AL,Nordeste,17868,243.686,458416,292795,9677,60621,84854
2706901,Pilar,AL,Nordeste,35310,259.614,676236,91067,109976,190162,234287
2707008,Pindoba,AL,Nordeste,2903,117.086,59445,31857,863,6048,20147
2707107,Piranhas,AL,Nordeste,25324,403.995,344069,102527,15598,86918,123643
2707206,Poço das Trincheiras,AL,Nordeste,14447,284.26,125628,29366,2796,22013,67815
2707305,Porto Calvo,AL,Nordeste,27331,313.231,412903,112750,35412,112360,130812
2707404,Porto de Pedras,AL,Nordeste,7618,257.105,333231,191257,16263,61847,56027
2707503,Porto Real do Colégio,AL,Nordeste,20158,235.852,268907,104715,5428,51623,97951
2707602,Quebrangulo,AL,Nordeste,11202,319.829,189081,89767,6363,26752,61891
2707701,Rio Largo,AL,Nordeste,75662,293.816,1423072,48210,216170,560500,379065
2707800,Roteiro,AL,Nordeste,6634,128.926,204149,125267,3457,26404,46356
2707909,Santa Luzia do Norte,AL,Nordeste,7344,28.857,277405,31699,99694,47512,41621
2708006,Santana do Ipanema,AL,Nordeste,47910,436.16,646336,52194,30895,316151,186741
2708105,Santana do Mundaú,AL,Nordeste,10637,232.169,1408592,1233702,19351,90194,60076
2708204,São Brás,AL,Nordeste,6977,139.038,129340,67912,6041,13384,38451
2708303,São José da Laje,AL,Nordeste,24064,256.603,588009,150069,157027,102056,111835
2708402,São José da Tapera,AL,Nordeste,32462,490.879,332854,63805,15080,84910,157262
2708501,São Luís do Quitunde,AL,Nordeste,34825,397.257,943729,357182,183403,152252,172754
2708600,São Miguel dos Campos,AL,Nordeste,62328,335.683,1373077,108232,404312,404660,321445
2708709,São Miguel dos Milagres,AL,Nordeste,8073,76.731,243495,93928,5287,84623,51052
2708808,São Sebastião,AL,Nordeste,34424,314.924,858876,473848,19579,167545,178371
2708907,Satuba,AL,Nordeste,14042,41.268,261004,7726,51280,99899,77702
2708956,Senador Rui Palmeira,AL,Nordeste,13893,338.569,121201,19883,2285,24064,71724
2709004,Tanque d'Arca,AL,Nordeste,6115,124.617,92175,40363,1518,12565,36375
2709103,Taquarana,AL,Nordeste,20162,153.841,510846,306689,18552,75896,98487
2709152,Teotônio Vilela,AL,Nordeste,44570,299.221,1357798,837936,42455,194425,252665
2709202,Traipu,AL,Nordeste,27934,681.577,297000,118729,8739,35860,128578
2709301,União dos Palmares,AL,Nordeste,65963,420.376,1416193,531106,111844,339988,350415
2709400,Viçosa,AL,Nordeste,25655,367.888,594195,286082,22607,123172,148104
2800100,Amparo do São Francisco,SE,Nordeste,2386,35.683,37967,1992,3577,6625,23764
2800209,Aquidabã,SE,Nordeste,21796,359.543,287874,49086,14565,81228,127160
2800308,Aracaju,SE,Nordeste,672614,182.163,18405678,3330,1850431,10683342,3511933
2800407,Arauá,SE,Nordeste,9840,198.967,140122,34310,7663,27265,62857
2800506,Areia Branca,SE,Nordeste,18825,148.134,252263,46114,15837,64573,108155
2800605,Barra dos Coqueiros,SE,Nordeste,31439,92.268,2581592,3614,1756682,214610,209915
2800670,Boquim,SE,Nordeste,26980,205.443,333080,27215,12256,115891,148606
2800704,Brejo Grande,SE,Nordeste,8396,141.464,95886,12858,4143,19534,55139
2801009,Campo do Brito,SE,Nordeste,18325,201.518,237677,19000,26049,72771,102398
2801108,Canhoba,SE,Nordeste,4003,171.581,84436,33968,3699,12785,29053
2801207,Canindé de São Francisco,SE,Nordeste,30894,934.167,2895222,34943,2467498,141235,221039
2801306,Capela,SE,Nordeste,34808,442.211,385290,32283,22999,111317,196432
2801405,Carira,SE,Nordeste,22393,638.743,379818,84247,21782,116571,123797
2801504,Carmópolis,SE,Nordeste,17232,46.395,422601,4199,154365,96535,134186
2801603,Cedro de São João,SE,Nordeste,5929,83.711,64293,3607,3497,17625,36923
2801702,Cristinápolis,SE,Nordeste,18181,228.556,250777,44665,17364,59967,110626
2801900,Cumbe,SE,Nordeste,4008,128.393,69489,24406,2709,12042,25796
2802007,Divina Pastora,SE,Nordeste,5290,90.508,188619,7550,95509,34655,46269
2802106,Estância,SE,Nordeste,69919,647.344,2126563,89366,563576,627176,402077
2802205,Feira Nova,SE,Nordeste,5617,183.273,114918,39620,6456,21479,38051
2802304,Frei Paulo,SE,Nordeste,15688,399.178,324741,55389,34682,103160,88789
2802403,Gararu,SE,Nordeste,11599,656.956,179511,63394,7498,29562,66360
2802502,General Maynard,SE,Nordeste,3421,19.793,43532,1114,3031,8898,29412
2802601,Graccho Cardoso,SE,Nordeste,5831,242.679,100982,32562,4764,19378,37583
2802700,Ilha das Flores,SE,Nordeste,8522,52.693,101815,12704,4750,25022,53324
2802809,Indiaroba,SE,Nordeste,18337,316.316,229670,53350,6230,45337,112467
2802908,Itabaiana,SE,Nordeste,96839,337.295,2213275,155788,145955,1102529,516687
2803005,Itabaianinha,SE,Nordeste,42399,501.794,535797,63945,42410,164291,226423
2803104,Itabi,SE,Nordeste,4869,183.422,81127,20040,5229,17566,32535
2803203,Itaporanga d'Ajuda,SE,Nordeste,35054,739.702,880245,55423,236186,216836,211495
2803302,Japaratuba,SE,Nordeste,19067,365.677,527939,49754,225585,106763,126410
2803401,Japoatã,SE,Nordeste,13422,402.353,210654,58778,7709,50237,81764
2803500,Lagarto,SE,Nordeste,106015,968.921,1798319,121049,220279,685405,560654
2803609,Laranjeiras,SE,Nordeste,30327,162.273,1162007,28986,504887,235606,183039
2803708,Macambira,SE,Nordeste,7002,137.496,89535,15541,4618,21543,42341
2803807,Malhada dos Bois,SE,Nordeste,3715,63.199,52760,2511,3123,17203,26747
2803906,Malhador,SE,Nordeste,12689,101.888,173218,52674,7073,35632,69967
2804003,Maruim,SE,Nordeste,17328,95.554,448414,13913,143181,105122,117768
2804102,Moita Bonita,SE,Nordeste,11361,95.416,206468,82672,7106,41986,62078
2804201,Monte Alegre de Sergipe,SE,Nordeste,15315,386.912,218953,43273,9868,59210,90437
2804300,Muribeca,SE,Nordeste,7653,74.31,96660,8572,8427,26291,48787
2804409,Neópolis,SE,Nordeste,18688,271.323,330966,79831,21603,90978,105810
2804458,Nossa Senhora Aparecida,SE,Nordeste,8822,340.772,109900,19379,7066,27789,48343
2804508,Nossa Senhora da Glória,SE,Nordeste,37715,758.429,790790,108597,55910,332586,207665
2804607,Nossa Senhora das Dores,SE,Nordeste,26957,482.412,415736,48540,46066,131065,151576
2804706,Nossa Senhora de Lourdes,SE,Nordeste,6509,83.767,91165,20674,3711,22405,38723
2804805,Nossa Senhora do Socorro,SE,Nordeste,187733,155.018,3232698,7125,479814,1275837,973287
2804904,Pacatuba,SE,Nordeste,14650,381.428,236643,36245,48574,36308,94740
2805000,Pedra Mole,SE,Nordeste,3309,82.211,48012,12029,1761,8043,23965
2805109,Pedrinhas,SE,Nordeste,9727,33.344,98936,7916,3739,24788,57986
2805208,Pinhão,SE,Nordeste,6678,156.373,91574,12149,3384,26499,40578
2805307,Pirambu,SE,Nordeste,9436,208.681,137922,6634,23783,33839,68330
2805406,Poço Redondo,SE,Nordeste,35461,1220.426,416245,80398,30518,86778,188709
2805505,Poço Verde,SE,Nordeste,24003,441.326,322302,23494,21581,113636,130231
2805604,Porto da Folha,SE,Nordeste,28788,878.043,366553,75586,26618,79353,159335
2805703,Propriá,SE,Nordeste,29756,96.32,554299,14385,50626,260485,164769
2805802,Riachão do Dantas,SE,Nordeste,19813,530.607,328904,136588,9951,50192,115748
2805901,Riachuelo,SE,Nordeste,10354,78.308,222401,10915,56917,53430,66143
2806008,Ribeirópolis,SE,Nordeste,18891,259.044,339443,42545,25689,116868,106690
2806107,Rosário do Catete,SE,Nordeste,11158,102.683,468956,5410,231059,85912,88131
2806206,Salgado,SE,Nordeste,20051,247.579,217519,25868,11063,57026,109974
2806305,Santa Luzia do Itanhy,SE,Nordeste,14205,325.258,192690,50669,5242,33914,94060
2806404,Santana do São Francisco,SE,Nordeste,7906,44.017,106773,26727,3969,21267,49510
2806503,Santa Rosa de Lima,SE,Nordeste,3933,67.672,55084,7258,2375,9736,33844
2806602,Santo Amaro das Brotas,SE,Nordeste,12200,236.965,167665,15892,33048,36708,75111
2806701,São Cristóvão,SE,Nordeste,92090,438.037,1031740,36460,100436,368420,445355
2806800,São Domingos,SE,Nordeste,11276,101.999,135227,6686,16920,31564,67072
2806909,São Francisco,SE,Nordeste,3837,83.985,56034,8036,3964,10707,31046
2807006,São Miguel do Aleixo,SE,Nordeste,3964,144.868,49842,6434,2883,9728,28023
2807105,Simão Dias,SE,Nordeste,40724,560.199,790408,138553,84958,254380,215728
2807204,Siriri,SE,Nordeste,9046,168.343,176736,10452,62203,35435,62473
2807303,Telha,SE,Nordeste,3271,47.86,44121,5304,2070,8368,26903
2807402,Tobias Barreto,SE,Nordeste,52861,1024.645,655791,23069,35138,269800,265895
2807501,Tomar do Geru,SE,Nordeste,13534,304.837,146965,24942,5989,30941,78388
2807600,Umbaúba,SE,Nordeste,25800,117.514,401569,35939,21836,164849,144826
2900108,Abaíra,BA,Nordeste,8681,538.677,70037,5645,2519,21864,36781
2900207,Abaré,BA,Nordeste,20594,1604.923,208481,25260,11206,67106,87825
2900306,Acajutiba,BA,Nordeste,15214,181.475,144341,24599,7391,43323,63685
2900355,Adustina,BA,Nordeste,17209,629.099,240507,108043,9535,45174,70543
2900405,Água Fria,BA,Nordeste,17096,742.775,158357,34769,12037,31623,72436
2900504,Érico Cardoso,BA,Nordeste,10513,735.249,77947,7236,6057,20498,41370
2900603,Aiquara,BA,Nordeste,4387,167.877,53699,14799,2517,10385,24623
2900702,Alagoinhas,BA,Nordeste,153023,707.835,4533420,123134,1169444,1814751,624234
2900801,Alcobaça,BA,Nordeste,22509,1477.929,347521,81419,32807,102762,107331
2900900,Almadina,BA,Nordeste,5273,245.236,62839,18644,2956,13051,26543
2901007,Amargosa,BA,Nordeste,37631,431.655,463246,34306,47548,197712,139664
2901106,Amélia Rodrigues,BA,Nordeste,24997,166.872,437827,55707,74248,145818,105100
2901155,América Dourada,BA,Nordeste,16086,822.373,167876,46345,11188,36665,64694
2901205,Anagé,BA,Nordeste,21229,1899.683,224788,23058,13252,80137,93391
2901304,Andaraí,BA,Nordeste,13122,1590.316,134354,14312,6113,44822,60667
2901353,Andorinha,BA,Nordeste,14416,1362.386,223255,11774,74247,59497,69533
2901403,Angical,BA,Nordeste,13902,1530.05,190379,62431,8028,48352,65174
2901502,Anguera,BA,Nordeste,11369,187.84,78771,5371,4112,21320,44027
2901601,Antas,BA,Nordeste,19659,319.745,160611,24703,11862,45539,69797
2901700,Antônio Cardoso,BA,Nordeste,11670,293.53,124246,8762,4772,44263,54215
2901809,Antônio Gonçalves,BA,Nordeste,11955,345.284,82589,7883,4955,21916,44035
2901908,Aporá,BA,Nordeste,17840,479.262,148460,23760,7728,35589,76088
2901957,Apuarema,BA,Nordeste,7274,150.83,74216,14504,3851,17750,35597
2902005,Aracatu,BA,Nordeste,12960,1489.803,145622,38649,7201,38971,52920
2902054,Araçás,BA,Nordeste,12237,474.577,298903,14917,153992,65052,54844
2902104,Araci,BA,Nordeste,54903,1496.245,490958,73554,28753,151832,211620
2902203,Aramari,BA,Nordeste,11519,368.947,103680,10473,15512,24617,47236
2902252,Arataca,BA,Nordeste,10904,435.962,101344,27252,4795,21365,44294
2902302,Aratuípe,BA,Nordeste,8848,174.012,79992,16394,3281,18977,38312
2902401,Aurelino Leal,BA,Nordeste,11079,445.394,136886,33457,8155,29939,60142
2902500,Baianópolis,BA,Nordeste,13979,3320.723,263675,134628,9477,52178,60147
2902609,Baixa Grande,BA,Nordeste,20431,967.514,194474,25110,13838,59974,85651
2902658,Banzaê,BA,Nordeste,13251,409.507,113493,19156,4816,27471,57290
2902708,Barra,BA,Nordeste,54225,11428.112,430282,47664,15798,138508,208587
2902807,Barra da Estiva,BA,Nordeste,20198,1657.413,376926,121031,14503,137950,80664
2902906,Barra do Choça,BA,Nordeste,30831,765.936,573207,238098,42718,134240,129891
2903003,Barra do Mendes,BA,Nordeste,13128,1436.298,115644,9808,7452,42510,50613
2903102,Barra do Rocha,BA,Nordeste,5515,214.411,77839,26265,3868,15259,30204
2903201,Barreiras,BA,Nordeste,158432,8051.274,7007583,2001022,949135,2698298,649630
2903235,Barro Alto,BA,Nordeste,15171,414.51,112747,13868,5959,29827,57494
2903276,Barrocas,BA,Nordeste,16225,207.297,345869,12591,190812,72456,60436
2903300,Barro Preto,BA,Nordeste,5312,201.585,79870,24719,2953,17157,32708
2903409,Belmonte,BA,Nordeste,23540,1939.447,373616,96216,31698,114351,111133
2903508,Belo Campo,BA,Nordeste,17013,772.756,169334,13580,7232,63126,74447
2903607,Biritinga,BA,Nordeste,15989,553.762,145254,12649,13450,32486,74674
2903706,Boa Nova,BA,Nordeste,12039,848.857,111525,16820,5514,28604,56106
2903805,Boa Vista do Tupim,BA,Nordeste,18491,2972.109,155182,31164,8240,36149,73157
2903904,Bom Jesus da Lapa,BA,Nordeste,70151,4115.51,1357111,279808,216687,455139,293151
2903953,Bom Jesus da Serra,BA,Nordeste,9768,467.909,69906,6786,3058,17020,40460
2904001,Boninal,BA,Nordeste,14518,896.857,117753,9858,5356,35718,60002
2904050,Bonito,BA,Nordeste,16999,791.276,270624,97279,25999,60447,74494
2904100,Boquira,BA,Nordeste,21486,1426.233,188737,18241,12991,57477,92444
2904209,Botuporã,BA,Nordeste,10050,627.612,109884,14471,5122,38599,46437
2904308,Brejões,BA,Nordeste,14155,518.566,144196,15782,7227,47241,63129
2904407,Brejolândia,BA,Nordeste,10675,2247.208,126161,50410,3661,26438,40535
2904506,Brotas de Macaúbas,BA,Nordeste,10705,2520.817,96352,9703,6551,27998,46673
2904605,Brumado,BA,Nordeste,67468,2207.612,1781802,47627,749456,587151,243536
2904704,Buerarema,BA,Nordeste,18269,219.487,209117,24318,8718,86205,68430
2904753,Buritirama,BA,Nordeste,21374,4046.736,154805,20110,4739,38273,84681
2904803,Caatiba,BA,Nordeste,6232,512.436,77336,24243,3176,16298,31286
2904852,Cabaceiras do Paraguaçu,BA,Nordeste,19010,222.026,141050,21840,8954,32383,72391
2904902,Cachoeira,BA,Nordeste,33659,394.894,479138,36277,90764,178116,130477
2905008,Caculé,BA,Nordeste,23407,610.983,363603,16385,32963,166816,88445
2905107,Caém,BA,Nordeste,8912,540.908,92224,22664,5388,20974,39744
2905156,Caetanos,BA,Nordeste,14671,767.146,102468,10906,6417,25242,55723
2905206,Caetité,BA,Nordeste,51184,2651.536,1098344,29232,439370,342254,211531
2905305,Cafarnaum,BA,Nordeste,18585,643.66,217329,32111,23363,62385,82978
2905404,Cairu,BA,Nordeste,18666,448.846,1508842,19581,920583,438139,103470
2905503,Caldeirão Grande,BA,Nordeste,13452,458.311,101885,8699,4993,27183,56435
2905602,Camacan,BA,Nordeste,32023,584.848,354111,33139,20553,140160,135440
2905701,Camaçari,BA,Nordeste,309208,785.421,33990890,20677,15728958,8865587,1390933
2905800,Camamu,BA,Nordeste,35444,839.702,468117,100894,22209,155103,149000
2905909,Campo Alegre de Lourdes,BA,Nordeste,28839,2914.587,295119,40523,23043,95446,115733
2906006,Campo Formoso,BA,Nordeste,71754,7161.827,2072121,96326,1245679,328126,278667
2906105,Canápolis,BA,Nordeste,9694,460.388,84823,15403,4706,19730,41883
2906204,Canarana,BA,Nordeste,26468,579.726,258494,50097,17576,72537,103354
2906303,Canavieiras,BA,Nordeste,30722,1334.284,394907,100671,21338,123031,129994
2906402,Candeal,BA,Nordeste,8109,447.578,67739,12422,3285,15203,35002
2906501,Candeias,BA,Nordeste,87820,251.808,6824935,16367,2664224,2411306,452598
2906600,Candiba,BA,Nordeste,14415,433.642,140513,27594,7905,44057,53232
2906709,Cândido Sales,BA,Nordeste,24921,1169.814,244448,12898,12969,90925,109249
2906808,Cansanção,BA,Nordeste,34929,1351.891,352265,39827,17498,109642,165843
2906824,Canudos,BA,Nordeste,16832,3565.377,152935,28621,8060,43158,63386
2906857,Capela do Alto Alegre,BA,Nordeste,11597,629.586,129342,25762,16509,32399,47046
2906873,Capim Grosso,BA,Nordeste,31055,464.776,579390,16117,33547,325708,116487
2906899,Caraíbas,BA,Nordeste,8659,805.629,86125,13655,5075,24276,37698
2906907,Caravelas,BA,Nordeste,22166,2377.889,357855,136235,16911,85207,99780
2907004,Cardeal da Silva,BA,Nordeste,9395,293.456,117844,8003,36826,30034,36915
2907103,Carinhanha,BA,Nordeste,29118,2525.906,288403,64417,10731,86358,111798
2907202,Casa Nova,BA,Nordeste,73092,9647.072,874879,163856,127305,230170,284368
2907301,Castro Alves,BA,Nordeste,26369,713.789,316840,22553,48989,109161,110361
2907400,Catolândia,BA,Nordeste,3619,702.504,80904,8855,3391,38255,18572
2907509,Catu,BA,Nordeste,55222,426.955,695021,9815,117686,287816,206318
2907558,Caturama,BA,Nordeste,9303,716.261,78181,12918,5751,17820,38663
2907608,Central,BA,Nordeste,17293,566.974,154454,8112,8400,54160,72292
2907707,Chorrochó,BA,Nordeste,11221,3005.319,105377,9997,10158,26314,54984
2907806,Cícero Dantas,BA,Nordeste,32636,819.969,399480,55826,19229,153747,143630
2907905,Cipó,BA,Nordeste,17402,168.33,155100,6205,8151,59256,71231
2908002,Coaraci,BA,Nordeste,16128,274.5,190857,23125,9676,71556,76979
2908101,Cocos,BA,Nordeste,18835,10140.572,559255,311827,37090,95627,79423
2908200,Conceição da Feira,BA,Nordeste,22933,164.798,375845,47156,93843,100805,94285
2908309,Conceição do Almeida,BA,Nordeste,17087,284.836,200105,21608,23896,70866,67283
2908408,Conceição do Coité,BA,Nordeste,67394,1015.252,883550,40437,133343,377036,248090
2908507,Conceição do Jacuípe,BA,Nordeste,33631,114.869,2761495,56438,1157961,523333,146462
2908606,Conde,BA,Nordeste,26223,931.106,288432,42387,31158,79103,118555
2908705,Condeúba,BA,Nordeste,17113,1348.039,170758,14368,10949,62871,72886
2908804,Contendas do Sincorá,BA,Nordeste,4025,977.455,50705,12709,2639,13091,19937
2908903,Coração de Maria,BA,Nordeste,22391,378.42,225909,23199,22386,67486,97316
2909000,Cordeiros,BA,Nordeste,8667,523.64,70616,6469,5239,19834,35757
2909109,Coribe,BA,Nordeste,14108,2662.819,168999,57131,6562,43200,52198
2909208,Coronel João Sá,BA,Nordeste,15549,797.434,175063,32173,7363,43882,84332
2909307,Correntina,BA,Nordeste,32243,11504.314,3280617,1923038,190522,746522,194016
2909406,Cotegipe,BA,Nordeste,13756,4282.775,171261,61113,7463,33781,62922
2909505,Cravolândia,BA,Nordeste,5352,182.585,45856,5428,2809,11491,24025
2909604,Crisópolis,BA,Nordeste,21219,636.609,205809,35018,8724,58577,93071
2909703,Cristópolis,BA,Nordeste,13981,1052.837,157829,27208,6149,51678,60982
2909802,Cruz das Almas,BA,Nordeste,63923,139.117,1041984,17568,105692,548355,245131
2909901,Curaçá,BA,Nordeste,35065,5950.614,354901,61802,22121,98274,141931
2910008,Dário Meira,BA,Nordeste,10347,413.637,126035,26546,5039,29235,61169
2910057,Dias d'Ávila,BA,Nordeste,83705,183.759,3052173,3958,1648233,678016,322543
2910107,Dom Basílio,BA,Nordeste,12281,689.516,142114,29118,6229,44266,51842
2910206,Dom Macedo Costa,BA,Nordeste,4072,94.778,43268,6907,2840,13664,18206
2910305,Elísio Medrado,BA,Nordeste,8129,179.329,76577,15042,4013,19438,34843
2910404,Encruzilhada,BA,Nordeste,15914,1890.133,255982,70026,10504,74512,84578
2910503,Entre Rios,BA,Nordeste,42014,1187.766,680875,91709,143729,225675,173593
2910602,Esplanada,BA,Nordeste,37902,1299.355,731443,93211,210574,213576,169086
2910701,Euclides da Cunha,BA,Nordeste,61112,2025.368,794576,164926,48763,298325,226658
2910727,Eunápolis,BA,Nordeste,115360,1425.97,3204764,193028,781815,1330034,482889
2910750,Fátima,BA,Nordeste,17801,364.419,279797,129454,12591,52929,76712
2910776,Feira da Mata,BA,Nordeste,5656,1176.111,63006,17005,1889,15518,25796
2910800,Feira de Santana,BA,Nordeste,624107,1304.425,17287746,85543,3699325,8594182,1931141
2910859,Filadélfia,BA,Nordeste,16314,579.686,139019,12728,9691,43215,66023
2910909,Firmino Alves,BA,Nordeste,5641,172.353,70961,19360,4921,15886,28502
2911006,Floresta Azul,BA,Nordeste,10525,321.013,101470,19462,5520,26666,45233
2911105,Formosa do Rio Preto,BA,Nordeste,26111,15634.328,4609105,3398632,145474,763224,134461
2911204,Gandu,BA,Nordeste,32778,229.661,460710,70108,24009,192979,126513
2911253,Gavião,BA,Nordeste,4417,384.592,49892,12405,2149,11439,22134
2911303,Gentio do Ouro,BA,Nordeste,11284,3817.946,133421,5595,40309,21962,49514
2911402,Glória,BA,Nordeste,15247,1566.609,254116,133262,13443,35942,61562
2911501,Gongogi,BA,Nordeste,6852,202.194,76384,20065,2952,15913,35079
2911600,Governador Mangabeira,BA,Nordeste,20800,106.848,221824,22001,13495,83104,84293
2911659,Guajeru,BA,Nordeste,6371,872.867,68553,14366,4355,16841,30131
2911709,Guanambi,BA,Nordeste,85353,1272.366,1652174,57047,204441,831882,353238
2911808,Guaratinga,BA,Nordeste,20565,2189.404,279298,121701,9867,45244,94844
2911857,Heliópolis,BA,Nordeste,12946,313.438,140497,34114,8343,35574,55954
2911907,Iaçu,BA,Nordeste,23950,2342.497,236733,32203,16127,77089,99097
2912004,Ibiassucê,BA,Nordeste,8849,483.274,98696,11035,6979,35414,38391
2912103,Ibicaraí,BA,Nordeste,21083,230.953,206488,19131,9653,76315,91259
2912202,Ibicoara,BA,Nordeste,19990,817.355,442996,205404,23698,99101,89644
2912301,Ibicuí,BA,Nordeste,16262,1139.378,196041,74880,7781,40156,61829
2912400,Ibipeba,BA,Nordeste,18421,1382.008,177643,45093,12500,41232,64958
2912509,Ibipitanga,BA,Nordeste,14989,954.373,117147,8548,5654,38014,58194
2912608,Ibiquera,BA,Nordeste,4047,698.245,37302,7468,1621,8264,18697
2912707,Ibirapitanga,BA,Nordeste,23433,472.664,285725,105281,14248,54181,104029
2912806,Ibirapuã,BA,Nordeste,8740,771.098,450754,89444,178669,89528,40309
